32768,	216,	2.530000, 	3.141572
32768,	343,	4.020000, 	3.141594
32768,	512,	5.970000, 	3.141581
32768,	729,	8.510000, 	3.141594
32768,	1000,	11.630000, 	3.141584
32768,	1331,	15.470000, 	3.141591
32768,	1728,	20.050001, 	3.141582
32768,	2197,	25.490000, 	3.141590
32768,	2744,	31.790001, 	3.141587
32768,	3375,	39.119999, 	3.141593
32768,	4096,	47.389999, 	3.141591
32768,	4913,	56.910000, 	3.141597
32768,	5832,	67.479996, 	3.141596
32768,	6859,	79.430000, 	3.141598
32768,	8000,	92.519997, 	3.141593
32768,	9261,	107.199997, 	3.141598
32768,	10648,	123.139999, 	3.141595
32768,	12167,	140.830002, 	3.141600
32768,	13824,	159.860001, 	3.141598
32768,	15625,	180.820007, 	3.141599
32768,	17576,	203.190002, 	3.141595
32768,	19683,	227.770004, 	3.141597
32768,	21952,	253.760010, 	3.141595
32768,	24389,	282.240021, 	3.141596
32768,	27000,	312.140015, 	3.141595
32768,	29791,	344.690002, 	3.141597

0,	32768,	0.000000, 	0.000000
1,	32768,	0.180000, 	3.141567
8,	32768,	0.180000, 	3.141594
27,	32768,	0.360000, 	3.141596
64,	32768,	0.730000, 	3.141596
125,	32768,	1.450000, 	3.141596
216,	32768,	2.550000, 	3.141596
343,	32768,	4.010000, 	3.141596
512,	32768,	5.850000, 	3.141596
729,	32768,	8.420000, 	3.141596
1000,	32768,	11.530001, 	3.141596
1331,	32768,	15.370001, 	3.141596
1728,	32768,	19.770000, 	3.141596
2197,	32768,	25.270000, 	3.141596
2744,	32768,	31.530001, 	3.141596
3375,	32768,	38.699997, 	3.141596
4096,	32768,	46.959999, 	3.141596
4913,	32768,	56.529999, 	3.141596
5832,	32768,	67.049995, 	3.141596
6859,	32768,	78.860001, 	3.141596
8000,	32768,	91.939995, 	3.141596
9261,	32768,	106.540001, 	3.141596
10648,	32768,	122.619995, 	3.141596
12167,	32768,	140.190002, 	3.141596
13824,	32768,	159.250000, 	3.141596
15625,	32768,	180.130005, 	3.141596
17576,	32768,	202.720001, 	3.141596
19683,	32768,	227.170013, 	3.141596
21952,	32768,	253.309998, 	3.141596
24389,	32768,	281.690002, 	3.141596
27000,	32768,	311.970001, 	3.141596
29791,	32768,	344.240021, 	3.141596
32768,	32768,	378.660004, 	3.141596

35937,	0,	0.110000, 	0.000000
35937,	1,	0.110000, 	3.141625
35937,	8,	0.110000, 	3.141488
35937,	27,	0.380000, 	3.141591
35937,	64,	0.850000, 	3.141555
35937,	125,	1.620000, 	3.141591
35937,	216,	2.780000, 	3.141572
35937,	343,	4.400000, 	3.141594
35937,	512,	6.550000, 	3.141581
35937,	729,	9.330000, 	3.141594
35937,	1000,	12.760000, 	3.141584
35937,	1331,	16.970001, 	3.141591
35937,	1728,	22.000000, 	3.141582
35937,	2197,	27.970001, 	3.141590
35937,	2744,	34.879997, 	3.141587
35937,	3375,	42.919998, 	3.141593
35937,	4096,	52.019997, 	3.141591
35937,	4913,	62.430000, 	3.141597
35937,	5832,	74.059998, 	3.141596
35937,	6859,	87.129997, 	3.141598
35937,	8000,	101.540001, 	3.141593
35937,	9261,	117.599998, 	3.141598
35937,	10648,	135.139999, 	3.141595
35937,	12167,	154.510010, 	3.141600
35937,	13824,	175.400009, 	3.141598
35937,	15625,	198.360001, 	3.141599
35937,	17576,	223.000000, 	3.141595
35937,	19683,	249.860001, 	3.141597
35937,	21952,	278.500000, 	3.141595
35937,	24389,	309.630005, 	3.141596
35937,	27000,	342.510010, 	3.141595
35937,	29791,	378.059998, 	3.141597
35937,	32768,	415.649994, 	3.141596

0,	35937,	0.000000, 	0.000000
1,	35937,	0.190000, 	3.141625
8,	35937,	0.200000, 	3.141594
27,	35937,	0.400000, 	3.141598
64,	35937,	0.800000, 	3.141597
125,	35937,	1.600000, 	3.141598
216,	35937,	2.790000, 	3.141597
343,	35937,	4.400000, 	3.141598
512,	35937,	6.430000, 	3.141598
729,	35937,	9.240001, 	3.141598
1000,	35937,	12.650001, 	3.141598
1331,	35937,	16.860001, 	3.141598
1728,	35937,	21.730000, 	3.141598
2197,	35937,	27.740000, 	3.141598
2744,	35937,	34.590000, 	3.141598
3375,	35937,	42.480000, 	3.141598
4096,	35937,	51.619999, 	3.141598
4913,	35937,	62.029999, 	3.141598
5832,	35937,	73.599998, 	3.141598
6859,	35937,	86.549995, 	3.141598
8000,	35937,	101.040001, 	3.141598
9261,	35937,	116.939995, 	3.141598
10648,	35937,	134.570007, 	3.141598
12167,	35937,	153.860001, 	3.141598
13824,	35937,	174.880005, 	3.141598
15625,	35937,	197.690002, 	3.141598
17576,	35937,	222.510010, 	3.141598
19683,	35937,	249.310013, 	3.141598
21952,	35937,	278.179993, 	3.141598
24389,	35937,	309.160004, 	3.141598
27000,	35937,	342.330017, 	3.141598
29791,	35937,	377.720001, 	3.141598
32768,	35937,	415.839996, 	3.141598
35937,	35937,	456.240021, 	3.141598

39304,	0,	0.120000, 	0.000000
39304,	1,	0.130000, 	3.141571
39304,	8,	0.120000, 	3.141488
39304,	27,	0.420000, 	3.141588
39304,	64,	0.930000, 	3.141555
39304,	125,	1.780000, 	3.141591
39304,	216,	3.040000, 	3.141572
39304,	343,	4.820000, 	3.141594
39304,	512,	7.170000, 	3.141581
39304,	729,	10.200001, 	3.141594
39304,	1000,	13.950001, 	3.141584
39304,	1331,	18.559999, 	3.141591
39304,	1728,	24.050001, 	3.141582
39304,	2197,	30.590000, 	3.141590
39304,	2744,	38.160000, 	3.141587
39304,	3375,	46.930000, 	3.141593
39304,	4096,	56.919998, 	3.141591
39304,	4913,	68.299995, 	3.141597
39304,	5832,	81.010002, 	3.141596
39304,	6859,	95.299995, 	3.141598
39304,	8000,	111.089996, 	3.141593
39304,	9261,	128.690002, 	3.141598
39304,	10648,	147.830002, 	3.141595
39304,	12167,	169.029999, 	3.141600
39304,	13824,	191.850006, 	3.141598
39304,	15625,	217.040009, 	3.141599
39304,	17576,	243.960007, 	3.141595
39304,	19683,	273.429993, 	3.141597
39304,	21952,	304.679993, 	3.141595
39304,	24389,	338.760010, 	3.141596
39304,	27000,	374.630005, 	3.141595
39304,	29791,	413.770020, 	3.141597
39304,	32768,	454.720001, 	3.141596
39304,	35937,	499.020020, 	3.141598

0,	39304,	0.000000, 	0.000000
1,	39304,	0.210000, 	3.141571
8,	39304,	0.220000, 	3.141593
27,	39304,	0.430000, 	3.141595
64,	39304,	0.870000, 	3.141595
125,	39304,	1.750000, 	3.141595
216,	39304,	3.060000, 	3.141595
343,	39304,	4.810000, 	3.141595
512,	39304,	7.020000, 	3.141595
729,	39304,	10.090000, 	3.141595
1000,	39304,	13.820001, 	3.141595
1331,	39304,	18.430000, 	3.141595
1728,	39304,	23.720001, 	3.141595
2197,	39304,	30.300001, 	3.141595
2744,	39304,	37.799999, 	3.141595
3375,	39304,	46.399998, 	3.141595
4096,	39304,	56.359997, 	3.141595
4913,	39304,	67.799995, 	3.141595
5832,	39304,	80.409996, 	3.141595
6859,	39304,	94.540001, 	3.141595
8000,	39304,	110.299995, 	3.141595
9261,	39304,	127.790001, 	3.141595
10648,	39304,	147.070007, 	3.141595
12167,	39304,	168.130005, 	3.141595
13824,	39304,	190.950012, 	3.141595
15625,	39304,	216.050003, 	3.141595
17576,	39304,	243.150009, 	3.141595
19683,	39304,	272.470001, 	3.141595
21952,	39304,	303.869995, 	3.141595
24389,	39304,	337.830017, 	3.141595
27000,	39304,	374.010010, 	3.141595
29791,	39304,	412.850006, 	3.141595
32768,	39304,	454.320007, 	3.141595
35937,	39304,	498.580017, 	3.141595
39304,	39304,	545.429993, 	3.141595

42875,	0,	0.130000, 	0.000000
42875,	1,	0.130000, 	3.141619
42875,	8,	0.130000, 	3.141488
42875,	27,	0.460000, 	3.141590
42875,	64,	1.020000, 	3.141555
42875,	125,	1.930000, 	3.141591
42875,	216,	3.320000, 	3.141572
42875,	343,	5.250000, 	3.141594
42875,	512,	7.830000, 	3.141581
42875,	729,	11.130000, 	3.141594
42875,	1000,	15.230000, 	3.141584
42875,	1331,	20.250000, 	3.141591
42875,	1728,	26.240000, 	3.141582
42875,	2197,	33.379997, 	3.141590
42875,	2744,	41.629997, 	3.141587
42875,	3375,	51.230000, 	3.141593
42875,	4096,	62.090000, 	3.141591
42875,	4913,	74.540001, 	3.141597
42875,	5832,	88.379997, 	3.141596
42875,	6859,	104.010002, 	3.141598
42875,	8000,	121.199997, 	3.141593
42875,	9261,	140.420013, 	3.141598
42875,	10648,	161.300003, 	3.141595
42875,	12167,	184.420013, 	3.141600
42875,	13824,	209.360001, 	3.141598
42875,	15625,	236.850006, 	3.141599
42875,	17576,	266.190002, 	3.141595
42875,	19683,	298.339996, 	3.141597
42875,	21952,	332.459991, 	3.141595
42875,	24389,	369.550018, 	3.141596
42875,	27000,	408.830017, 	3.141595
42875,	29791,	451.480011, 	3.141597
42875,	32768,	496.170013, 	3.141596
42875,	35937,	544.630005, 	3.141598
42875,	39304,	595.169983, 	3.141595

0,	42875,	0.000000, 	0.000000
1,	42875,	0.230000, 	3.141619
8,	42875,	0.240000, 	3.141593
27,	42875,	0.470000, 	3.141597
64,	42875,	0.950000, 	3.141595
125,	42875,	1.900000, 	3.141596
216,	42875,	3.330000, 	3.141595
343,	42875,	5.250000, 	3.141596
512,	42875,	7.660000, 	3.141595
729,	42875,	11.010000, 	3.141595
1000,	42875,	15.080000, 	3.141595
1331,	42875,	20.120001, 	3.141595
1728,	42875,	25.890001, 	3.141595
2197,	42875,	33.079998, 	3.141595
2744,	42875,	41.269997, 	3.141595
3375,	42875,	50.660000, 	3.141595
4096,	42875,	61.549999, 	3.141595
4913,	42875,	73.970001, 	3.141595
5832,	42875,	87.779999, 	3.141595
6859,	42875,	103.250000, 	3.141595
8000,	42875,	120.489998, 	3.141595
9261,	42875,	139.520004, 	3.141595
10648,	42875,	160.570007, 	3.141595
12167,	42875,	183.510010, 	3.141595
13824,	42875,	208.540009, 	3.141595
15625,	42875,	235.880005, 	3.141595
17576,	42875,	265.480011, 	3.141595
19683,	42875,	297.470001, 	3.141595
21952,	42875,	331.790009, 	3.141595
24389,	42875,	368.779999, 	3.141595
27000,	42875,	408.410004, 	3.141595
29791,	42875,	450.750000, 	3.141595
32768,	42875,	496.000000, 	3.141595
35937,	42875,	544.219971, 	3.141595
39304,	42875,	595.259949, 	3.141595
42875,	42875,	649.739990, 	3.141595

46656,	0,	0.140000, 	0.000000
46656,	1,	0.150000, 	3.141575
46656,	8,	0.140000, 	3.141488
46656,	27,	0.500000, 	3.141589
46656,	64,	1.100000, 	3.141555
46656,	125,	2.110000, 	3.141591
46656,	216,	3.620000, 	3.141572
46656,	343,	5.720000, 	3.141594
46656,	512,	8.520000, 	3.141581
46656,	729,	12.090000, 	3.141594
46656,	1000,	16.559999, 	3.141584
46656,	1331,	22.030001, 	3.141591
46656,	1728,	28.570000, 	3.141582
46656,	2197,	36.340000, 	3.141590
46656,	2744,	45.289997, 	3.141587
46656,	3375,	55.750000, 	3.141593
46656,	4096,	67.589996, 	3.141591
46656,	4913,	81.129997, 	3.141597
46656,	5832,	96.180000, 	3.141596
46656,	6859,	113.229996, 	3.141598
46656,	8000,	131.930008, 	3.141593
46656,	9261,	152.830002, 	3.141598
46656,	10648,	175.560013, 	3.141595
46656,	12167,	200.740005, 	3.141600
46656,	13824,	227.920013, 	3.141598
46656,	15625,	257.809998, 	3.141599
46656,	17576,	289.760010, 	3.141595
46656,	19683,	324.750000, 	3.141597
46656,	21952,	361.800018, 	3.141595
46656,	24389,	402.350006, 	3.141596
46656,	27000,	445.040009, 	3.141595
46656,	29791,	491.490021, 	3.141597
46656,	32768,	540.109985, 	3.141596
46656,	35937,	592.909973, 	3.141598
46656,	39304,	647.799988, 	3.141595
46656,	42875,	707.179993, 	3.141595

0,	46656,	0.000000, 	0.000000
1,	46656,	0.250000, 	3.141574
8,	46656,	0.260000, 	3.141593
27,	46656,	0.510000, 	3.141594
64,	46656,	1.030000, 	3.141594
125,	46656,	2.070000, 	3.141594
216,	46656,	3.630000, 	3.141594
343,	46656,	5.710000, 	3.141594
512,	46656,	8.330000, 	3.141594
729,	46656,	11.960000, 	3.141594
1000,	46656,	16.390001, 	3.141594
1331,	46656,	21.870001, 	3.141594
1728,	46656,	28.160000, 	3.141594
2197,	46656,	35.969997, 	3.141594
2744,	46656,	44.859997, 	3.141594
3375,	46656,	55.079998, 	3.141594
4096,	46656,	66.889999, 	3.141594
4913,	46656,	80.470001, 	3.141594
5832,	46656,	95.419998, 	3.141594
6859,	46656,	112.250000, 	3.141594
8000,	46656,	130.930008, 	3.141594
9261,	46656,	151.680008, 	3.141594
10648,	46656,	174.550003, 	3.141594
12167,	46656,	199.529999, 	3.141594
13824,	46656,	226.680008, 	3.141594
15625,	46656,	256.459991, 	3.141594
17576,	46656,	288.640015, 	3.141594
19683,	46656,	323.410004, 	3.141594
21952,	46656,	360.660004, 	3.141594
24389,	46656,	401.000000, 	3.141594
27000,	46656,	444.140015, 	3.141594
29791,	46656,	490.149994, 	3.141594
32768,	46656,	539.359985, 	3.141594
35937,	46656,	591.849976, 	3.141594
39304,	46656,	647.440002, 	3.141594
42875,	46656,	706.449951, 	3.141594
46656,	46656,	768.589966, 	6.283188

50653,	0,	0.160000, 	0.000000
50653,	1,	0.160000, 	3.141616
50653,	8,	0.160000, 	3.141488
50653,	27,	0.540000, 	3.141590
50653,	64,	1.200000, 	3.141555
50653,	125,	2.290000, 	3.141591
50653,	216,	3.920000, 	3.141572
50653,	343,	6.210000, 	3.141594
50653,	512,	9.250000, 	3.141581
50653,	729,	13.140000, 	3.141594
50653,	1000,	17.990000, 	3.141584
50653,	1331,	23.930000, 	3.141591
50653,	1728,	31.030001, 	3.141582
50653,	2197,	39.449997, 	3.141590
50653,	2744,	49.209999, 	3.141587
50653,	3375,	60.549999, 	3.141593
50653,	4096,	73.409996, 	3.141591
50653,	4913,	88.089996, 	3.141597
50653,	5832,	104.479996, 	3.141596
50653,	6859,	122.970001, 	3.141598
50653,	8000,	143.300003, 	3.141593
50653,	9261,	165.990005, 	3.141598
50653,	10648,	190.620010, 	3.141595
50653,	12167,	218.040009, 	3.141600
50653,	13824,	247.540009, 	3.141598
50653,	15625,	280.029999, 	3.141599
50653,	17576,	314.709991, 	3.141595
50653,	19683,	352.660004, 	3.141597
50653,	21952,	392.970001, 	3.141595
50653,	24389,	436.959991, 	3.141596
50653,	27000,	483.399994, 	3.141595
50653,	29791,	533.779968, 	3.141597
50653,	32768,	586.669983, 	3.141596
50653,	35937,	643.880005, 	3.141598
50653,	39304,	703.559998, 	3.141595
50653,	42875,	767.729980, 	6.283192
50653,	46656,	833.919983, 	6.283188

0,	50653,	0.000000, 	0.000000
1,	50653,	0.270000, 	3.141615
8,	50653,	0.280000, 	3.141593
27,	50653,	0.560000, 	3.141597
64,	50653,	1.130000, 	3.141596
125,	50653,	2.250000, 	3.141596
216,	50653,	3.940000, 	3.141596
343,	50653,	6.200000, 	3.141596
512,	50653,	9.060000, 	3.141596
729,	50653,	13.000000, 	3.141596
1000,	50653,	17.809999, 	3.141596
1331,	50653,	23.740000, 	3.141596
1728,	50653,	30.600000, 	3.141596
2197,	50653,	39.070000, 	3.141596
2744,	50653,	48.739998, 	3.141596
3375,	50653,	59.859997, 	3.141596
4096,	50653,	72.729996, 	3.141596
4913,	50653,	87.389999, 	3.141596
5832,	50653,	103.699997, 	3.141596
6859,	50653,	121.970001, 	3.141596
8000,	50653,	142.400009, 	3.141596
9261,	50653,	164.810013, 	3.141596
10648,	50653,	189.620010, 	3.141596
12167,	50653,	216.820007, 	3.141596
13824,	50653,	246.480011, 	3.141596
15625,	50653,	278.690002, 	3.141596
17576,	50653,	313.640015, 	3.141596
19683,	50653,	351.399994, 	3.141596
21952,	50653,	391.990021, 	3.141596
24389,	50653,	435.730011, 	3.141596
27000,	50653,	482.540009, 	3.141596
29791,	50653,	532.529968, 	3.141596
32768,	50653,	586.139954, 	3.141596
35937,	50653,	643.009949, 	3.141596
39304,	50653,	703.440002, 	3.141596
42875,	50653,	767.239990, 	6.283190
46656,	50653,	834.339966, 	6.283190
50653,	50653,	905.559998, 	6.283190

54872,	0,	0.170000, 	0.000000
54872,	1,	0.170000, 	3.141578
54872,	8,	0.170000, 	3.141488
54872,	27,	0.590000, 	3.141589
54872,	64,	1.300000, 	3.141555
54872,	125,	2.480000, 	3.141591
54872,	216,	4.250000, 	3.141572
54872,	343,	6.730000, 	3.141594
54872,	512,	10.020000, 	3.141581
54872,	729,	14.250000, 	3.141594
54872,	1000,	19.490000, 	3.141584
54872,	1331,	25.930000, 	3.141591
54872,	1728,	33.609997, 	3.141582
54872,	2197,	42.739998, 	3.141590
54872,	2744,	53.309998, 	3.141587
54872,	3375,	65.610001, 	3.141593
54872,	4096,	79.549995, 	3.141591
54872,	4913,	95.439995, 	3.141597
54872,	5832,	113.220001, 	3.141596
54872,	6859,	133.260010, 	3.141598
54872,	8000,	155.290009, 	3.141593
54872,	9261,	179.870010, 	3.141598
54872,	10648,	206.630005, 	3.141595
54872,	12167,	236.320007, 	3.141600
54872,	13824,	268.279999, 	3.141598
54872,	15625,	303.420013, 	3.141599
54872,	17576,	341.010010, 	3.141595
54872,	19683,	382.100006, 	3.141597
54872,	21952,	425.910004, 	3.141595
54872,	24389,	473.589996, 	3.141596
54872,	27000,	523.839966, 	3.141595
54872,	29791,	578.479980, 	3.141597
54872,	32768,	635.750000, 	3.141596
54872,	35937,	697.729980, 	3.141598
54872,	39304,	762.169983, 	6.283189
54872,	42875,	831.209961, 	6.283192
54872,	46656,	903.199951, 	6.283188
54872,	50653,	980.880005, 	6.283190

0,	54872,	0.000000, 	0.000000
1,	54872,	0.300000, 	3.141577
8,	54872,	0.300000, 	3.141593
27,	54872,	0.610000, 	3.141594
64,	54872,	1.220000, 	3.141594
125,	54872,	2.430000, 	3.141594
216,	54872,	4.260000, 	3.141594
343,	54872,	6.710000, 	3.141594
512,	54872,	9.790000, 	3.141594
729,	54872,	14.060000, 	3.141594
1000,	54872,	19.280001, 	3.141594
1331,	54872,	25.700001, 	3.141594
1728,	54872,	33.099998, 	3.141594
2197,	54872,	42.279999, 	3.141594
2744,	54872,	52.750000, 	3.141594
3375,	54872,	64.779999, 	3.141594
4096,	54872,	78.669998, 	3.141594
4913,	54872,	94.619995, 	3.141594
5832,	54872,	112.239998, 	3.141594
6859,	54872,	132.020004, 	3.141594
8000,	54872,	154.010010, 	3.141594
9261,	54872,	178.389999, 	3.141594
10648,	54872,	205.290009, 	3.141594
12167,	54872,	234.700012, 	3.141594
13824,	54872,	266.690002, 	3.141594
15625,	54872,	301.610016, 	3.141594
17576,	54872,	339.420013, 	3.141594
19683,	54872,	380.230011, 	3.141594
21952,	54872,	424.130005, 	3.141594
24389,	54872,	471.190002, 	3.141594
27000,	54872,	522.269958, 	3.141594
29791,	54872,	576.479980, 	3.141594
32768,	54872,	634.319946, 	3.141594
35937,	54872,	695.989990, 	3.141594
39304,	54872,	761.109985, 	6.283189
42875,	54872,	829.639954, 	6.283189
46656,	54872,	902.579956, 	6.283189
50653,	54872,	979.839966, 	6.283189
54872,	54872,	1061.569946, 	6.283189

59319,	0,	0.180000, 	0.000000
59319,	1,	0.180000, 	3.141613
59319,	8,	0.180000, 	3.141488
59319,	27,	0.630000, 	3.141590
59319,	64,	1.400000, 	3.141555
59319,	125,	2.690000, 	3.141591
59319,	216,	4.600000, 	3.141572
59319,	343,	7.280000, 	3.141594
59319,	512,	10.830000, 	3.141581
59319,	729,	15.410001, 	3.141594
59319,	1000,	21.070000, 	3.141584
59319,	1331,	28.030001, 	3.141591
59319,	1728,	36.340000, 	3.141582
59319,	2197,	46.209999, 	3.141590
59319,	2744,	57.669998, 	3.141587
59319,	3375,	70.949997, 	3.141593
59319,	4096,	86.019997, 	3.141591
59319,	4913,	103.229996, 	3.141597
59319,	5832,	122.430000, 	3.141596
59319,	6859,	144.110001, 	3.141598
59319,	8000,	167.900009, 	3.141593
59319,	9261,	194.470001, 	3.141598
59319,	10648,	223.450012, 	3.141595
59319,	12167,	255.520004, 	3.141600
59319,	13824,	290.110016, 	3.141598
59319,	15625,	328.130005, 	3.141599
59319,	17576,	368.700012, 	3.141595
59319,	19683,	413.300018, 	3.141597
59319,	21952,	460.619995, 	3.141595
59319,	24389,	512.069946, 	3.141596
59319,	27000,	566.509949, 	3.141595
59319,	29791,	625.539978, 	3.141597
59319,	32768,	687.419983, 	3.141596
59319,	35937,	754.349976, 	3.141598
59319,	39304,	823.389954, 	6.283189
59319,	42875,	898.339966, 	6.283192
59319,	46656,	976.339966, 	6.283188
59319,	50653,	1060.579956, 	6.283190
59319,	54872,	1147.719971, 	6.283189

0,	59319,	0.000000, 	0.000000
1,	59319,	0.320000, 	3.141613
8,	59319,	0.330000, 	3.141594
27,	59319,	0.650000, 	3.141597
64,	59319,	1.320000, 	3.141596
125,	59319,	2.640000, 	3.141596
216,	59319,	4.620000, 	3.141596
343,	59319,	7.260000, 	3.141596
512,	59319,	10.600000, 	3.141596
729,	59319,	15.210000, 	3.141596
1000,	59319,	20.840000, 	3.141596
1331,	59319,	27.790001, 	3.141596
1728,	59319,	35.829998, 	3.141596
2197,	59319,	45.739998, 	3.141596
2744,	59319,	57.070000, 	3.141596
3375,	59319,	70.089996, 	3.141596
4096,	59319,	85.129997, 	3.141596
4913,	59319,	102.269997, 	3.141596
5832,	59319,	121.439995, 	3.141596
6859,	59319,	142.850006, 	3.141596
8000,	59319,	166.680008, 	3.141596
9261,	59319,	192.970001, 	3.141596
10648,	59319,	222.130005, 	3.141596
12167,	59319,	253.930008, 	3.141596
13824,	59319,	288.600006, 	3.141596
15625,	59319,	326.369995, 	3.141596
17576,	59319,	367.200012, 	3.141596
19683,	59319,	411.470001, 	3.141596
21952,	59319,	459.059998, 	3.141596
24389,	59319,	510.260010, 	3.141596
27000,	59319,	565.159973, 	3.141596
29791,	59319,	623.679993, 	3.141596
32768,	59319,	686.289978, 	3.141596
35937,	59319,	752.729980, 	3.141596
39304,	59319,	822.639954, 	6.283193
42875,	59319,	897.109985, 	6.283193
46656,	59319,	976.139954, 	6.283193
50653,	59319,	1059.770020, 	6.283193
54872,	59319,	1148.289917, 	6.283193
59319,	59319,	1241.699951, 	6.283193

64000,	0,	0.200000, 	0.000000
64000,	1,	0.200000, 	3.141581
64000,	8,	0.200000, 	3.141488
64000,	27,	0.680000, 	3.141589
64000,	64,	1.510000, 	3.141555
64000,	125,	2.890000, 	3.141591
64000,	216,	4.950000, 	3.141572
64000,	343,	7.860000, 	3.141594
64000,	512,	11.690001, 	3.141581
64000,	729,	16.620001, 	3.141594
64000,	1000,	22.740000, 	3.141584
64000,	1331,	30.260000, 	3.141591
64000,	1728,	39.230000, 	3.141582
64000,	2197,	49.879997, 	3.141590
64000,	2744,	62.219997, 	3.141587
64000,	3375,	76.570000, 	3.141593
64000,	4096,	92.799995, 	3.141591
64000,	4913,	111.430000, 	3.141597
64000,	5832,	132.130005, 	3.141596
64000,	6859,	155.470001, 	3.141598
64000,	8000,	181.180008, 	3.141593
64000,	9261,	209.910004, 	3.141598
64000,	10648,	241.170013, 	3.141595
64000,	12167,	275.790009, 	3.141600
64000,	13824,	313.050018, 	3.141598
64000,	15625,	354.110016, 	3.141599
64000,	17576,	397.959991, 	3.141595
64000,	19683,	446.050018, 	3.141597
64000,	21952,	497.040009, 	3.141595
64000,	24389,	552.750000, 	3.141596
64000,	27000,	611.309998, 	3.141595
64000,	29791,	675.049988, 	3.141597
64000,	32768,	741.750000, 	3.141596
64000,	35937,	813.309998, 	6.283192
64000,	39304,	888.029968, 	6.283189
64000,	42875,	969.089966, 	6.283192
64000,	46656,	1053.439941, 	6.283188
64000,	50653,	1144.329956, 	6.283190
64000,	54872,	1238.630005, 	6.283189
64000,	59319,	1340.010010, 	6.283193

0,	64000,	0.000000, 	0.000000
1,	64000,	0.350000, 	3.141580
8,	64000,	0.350000, 	3.141594
27,	64000,	0.710000, 	3.141595
64,	64000,	1.410000, 	3.141595
125,	64000,	2.840000, 	3.141595
216,	64000,	4.970000, 	3.141595
343,	64000,	7.830000, 	3.141595
512,	64000,	11.410001, 	3.141595
729,	64000,	16.400000, 	3.141595
1000,	64000,	22.460001, 	3.141595
1331,	64000,	29.970001, 	3.141595
1728,	64000,	38.609997, 	3.141595
2197,	64000,	49.309998, 	3.141595
2744,	64000,	61.519997, 	3.141595
3375,	64000,	75.549995, 	3.141595
4096,	64000,	91.720001, 	3.141595
4913,	64000,	110.360001, 	3.141595
5832,	64000,	130.900009, 	3.141595
6859,	64000,	153.960007, 	3.141595
8000,	64000,	179.570007, 	3.141595
9261,	64000,	208.070007, 	3.141595
10648,	64000,	239.440002, 	3.141595
12167,	64000,	273.740021, 	3.141595
13824,	64000,	311.029999, 	3.141595
15625,	64000,	351.790009, 	3.141595
17576,	64000,	395.860016, 	3.141595
19683,	64000,	443.589996, 	3.141595
21952,	64000,	494.660004, 	3.141595
